PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dLongitudinalAngle,SpinAxis3dTransverseAngle,SpinAxis3dTilt,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle,PitchTrajectory3rdOrderXc0,PitchTrajectory3rdOrderXc1,PitchTrajectory3rdOrderXc2,PitchTrajectory3rdOrderXc3,PitchTrajectory3rdOrderYc0,PitchTrajectory3rdOrderYc1,PitchTrajectory3rdOrderYc2,PitchTrajectory3rdOrderYc3,PitchTrajectory3rdOrderZc0,PitchTrajectory3rdOrderZc1,PitchTrajectory3rdOrderZc2,PitchTrajectory3rdOrderZc3
55,2026-02-06,11:40:29.77,3,4,"Hicks, Jordan",663855,Right,WHI_SOX30,"Makarewicz, Alec",701062,Left,WHI_SOX30,Undefined,2,Top,1,2,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.16412,-1.171376,-1.794212,2142.318259,30.551664,7:00,5.98257,1.91339,5.49217,-43.95207,-4.03603,-3.08264,1.22345,-0.02242,77.84981,-9.138919,-2.344508,0.454721,,,,,,,,,,,,1.08453,-1.43303,-1.75415,50,5.8498,3.95404,-122.24122,-4.08496,1.64478,23.57886,-34.34736,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,500cce30-038b-11f1-8e19-276118046144,82.89133,,,6.31431,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:40:29.77,2026-02-06T11:40:29.7709568-07:00,2026-02-06T18:40:29.7709568Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,bff8197e-829e-4455-ae85-3b85435a08e5,55.00839,-123.20349,11.78943,5.98791,-2.68322,-17.17368,-1.91414,3.88691,0.82239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0133,-123.34819,12.61615,-1.23831,5.98266,-2.52844,-18.05798,1.32454,-1.9134,3.86504,0.94736,-0.18718
56,2026-02-06,11:40:47.47,3,5,"Hicks, Jordan",663855,Right,WHI_SOX30,"Makarewicz, Alec",701062,Left,WHI_SOX30,Undefined,2,Top,1,2,2,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,84.09971,0.606484,-1.42136,2051.636403,33.509523,7:00,5.89473,1.78979,5.13086,-43.93624,-3.81882,-3.24453,2.80473,0.18058,78.16118,-7.321652,-1.995953,0.455867,94.97306,39.491069,-11.551336,4492.347313,105.23716,87.7567,-32.01736,305.73381,203.04823,-24.763415,5.720016,1.28606,-1.77201,-1.65377,50,5.917,3.17057,-122.24711,-0.37526,1.9713,21.1866,-34.89017,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,5aa200e0-038b-11f1-8e19-276118046144,82.68303,113.79538,,5.93853,,,,1.35557,2.84844,-0.16547,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:40:47.47,2026-02-06T11:40:47.4769408-07:00,2026-02-06T18:40:47.4769408Z,FlyBall,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,3a99b6c6-9f21-404b-9b26-62f0bd85e8b0,55.37039,-123.17433,10.5933,5.90001,1.15169,-17.44509,-1.79064,3.0843,0.98565,155.21098,1.36431,105.14761,-27.74899,6.72972,-0.95119,-0.00782,0.02885,-0.00427,0.0002,2.841,88.70744,-19.95892,0.93787,0.01022,-0.04133,0.01562,-0.00247,0.00014,-0.16303,-21.57518,-3.43094,1.73099,-0.41388,0.0483,-0.00031,-0.00046,3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.37463,-123.29616,11.27215,-0.99171,5.89482,1.30105,-18.27734,1.21582,-1.78981,3.06041,1.1188,-0.19451
57,2026-02-06,11:41:24.39,4,1,"Hicks, Jordan",663855,Right,WHI_SOX30,"Martinez, Alexander",835325,Right,WHI_SOX30,Undefined,2,Top,2,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,96.0252,-3.3105,-3.356783,1681.207153,254.288177,2:30,5.76579,1.99648,5.81066,-24.98474,5.27512,15.62934,0.59663,0.17394,88.83798,-7.896187,-0.556651,0.395918,,,,,,,,,,,,-8.85874,3.79571,-1.73061,50,5.47875,7.46555,-139.22963,-9.01008,-17.55344,28.49118,-24.65288,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,70990510-038b-11f1-8e19-276118046144,95.20273,,,7.18722,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:41:24.39,2026-02-06T11:41:24.3925504-07:00,2026-02-06T18:41:24.3925504Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,56980c13-0bb7-4dc4-92cd-c3319d231043,54.68962,-140.186,14.24559,5.76731,-8.18255,-12.32644,-1.9911,8.05477,-8.77672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.69483,-140.35521,15.31061,-1.75739,5.76581,-8.13377,-12.63343,0.50656,-1.99636,8.22591,-9.85386,1.77738
58,2026-02-06,11:41:46.75,4,2,"Hicks, Jordan",663855,Right,WHI_SOX30,"Martinez, Alexander",835325,Right,WHI_SOX30,Undefined,2,Top,2,1,0,Slider,Slider,InPlay,Undefined,FlyBall,Single,0,0,,85.5741,-0.386582,-1.964552,2134.637893,35.664373,7:15,5.7468,2.17677,5.19443,-43.31668,-4.01386,-3.77945,1.77323,0.01316,78.45753,-8.228287,-2.634799,0.451215,91.81701,1.613815,25.064706,2861.354262,,,,50.93316,44.72709,24.975772,0.384514,1.33106,-1.58457,-1.99155,50,5.67779,4.42149,-124.14762,-2.49449,2.06836,25.86328,-34.63631,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,7df483b0-038b-11f1-8e19-276118046144,83.53548,2.05443,,7.11657,,,,2.26558,1.90338,-0.23282,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:41:46.75,2026-02-06T11:41:46.7521024-07:00,2026-02-06T18:41:46.7521024Z,GroundBall,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,85f2afd6-14b5-4ea9-b5fa-4719cfa1855f,55.30508,-125.24793,12.93164,5.75257,-1.02094,-17.31816,-2.17779,4.33349,1.03418,,2.27332,121.66583,-19.5648,,,,,,,1.91188,3.49644,-22.07932,,,,,,,-0.235,57.1037,-1.44966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.31102,-125.42436,13.94754,-1.53366,5.74691,-0.85272,-18.28682,1.46237,-2.17679,4.30386,1.20482,-0.25761
59,2026-02-06,11:42:19.79,5,1,"Hicks, Jordan",663855,Right,WHI_SOX30,"Acuna, Luisangel",682668,Right,WHI_SOX30,Undefined,2,Top,2,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,97.11958,-4.605065,-4.232251,1803.241784,240.491557,2:00,6.10852,1.77856,5.33347,-20.95092,9.23855,14.7845,0.02093,-0.96738,90.01932,-8.424893,-1.612218,0.395457,,,,,,,,,,,,-8.50768,6.02024,-1.40708,50,5.67571,9.6894,-140.40448,-12.17323,-17.20298,27.9304,-20.0008,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,9199cfb0-038b-11f1-8e19-276118046144,95.31369,,,7.10026,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:42:19.79,2026-02-06T11:42:19.7926912-07:00,2026-02-06T18:42:19.7926912Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,b767ceb7-0bbc-405e-a0b9-03f7bb19a905,55.16723,-141.42865,13.9652,6.10864,-11.43982,-10.0004,-1.77394,10.32021,-8.60149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.17203,-141.59018,15.01854,-1.80086,6.10851,-11.43549,-10.02867,0.04833,-1.77846,10.4725,-9.5946,1.69789
60,2026-02-06,11:42:39.03,5,2,"Hicks, Jordan",663855,Right,WHI_SOX30,"Acuna, Luisangel",682668,Right,WHI_SOX30,Undefined,2,Top,2,1,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,96.07481,-1.442385,-3.072963,1750.471119,259.387112,2:45,5.90133,2.05712,5.14312,-26.90647,3.99847,16.56847,2.29883,0.54176,88.67463,-6.33443,-0.141635,0.400116,,,,,,,,,,,,-9.04158,2.62201,-1.78263,50,5.74529,6.67058,-139.39864,-4.65049,-17.96886,28.40267,-26.96315,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,9d1a25b0-038b-11f1-8e19-276118046144,94.20388,,,7.40018,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:42:39.03,2026-02-06T11:42:39.0358016-07:00,2026-02-06T18:42:39.0358016Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,05198330-8f68-4cc8-8ab3-2af217e2e115,55.35698,-140.48589,14.20134,5.90355,-3.61834,-13.48158,-2.05115,7.35842,-8.98443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.36237,-140.6569,15.25285,-1.69514,5.90136,-3.54863,-13.91022,0.69101,-2.05699,7.54388,-10.12481,1.83841
61,2026-02-06,11:42:58.93,5,3,"Hicks, Jordan",663855,Right,WHI_SOX30,"Acuna, Luisangel",682668,Right,WHI_SOX30,Undefined,2,Top,2,1,1,Splitter,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,87.66598,-3.047451,-1.886128,918.438537,237.20015,2:00,6.01669,2.05513,4.90665,-32.74049,4.77705,5.71737,0.40218,0.7473,81.30377,-8.933332,-0.876824,0.440848,,,,,,,,,,,,-3.33772,3.4278,-1.87587,50,5.69087,3.9296,-127.10306,-8.06464,-5.50726,23.94531,-26.51818,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,a8f4a9a0-038b-11f1-8e19-276118046144,85.49988,,,6.36221,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:42:58.93,2026-02-06T11:42:58.9317120-07:00,2026-02-06T18:42:58.9317120Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,0fb35a6d-c19d-4d13-a187-f46141c43d5a,55.59341,-128.15249,11.97265,6.01885,-6.90245,-13.25909,-2.05338,4.17096,-2.75363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.59882,-128.31913,12.96658,-1.55415,6.01671,-6.83677,-13.65087,0.61261,-2.05509,4.22375,-3.06846,0.49229
62,2026-02-06,11:43:23.08,5,4,"Hicks, Jordan",663855,Right,WHI_SOX30,"Acuna, Luisangel",682668,Right,WHI_SOX30,Undefined,2,Top,2,2,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,96.15482,-2.749807,-3.073515,1811.669172,253.429007,2:30,5.87148,2.06164,5.5035,-25.04706,5.72363,15.93351,1.20681,0.51219,88.07989,-7.346887,-0.234665,0.399246,74.56518,3.631886,-20.304625,3079.58499,,,,57.87508,55.56115,-22.776583,0.548319,-8.94827,3.93996,-1.80429,50,5.614,6.73405,-139.3306,-7.68677,-17.58467,31.39731,-24.43143,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,b7503320-038b-11f1-8e19-276118046144,94.40917,1.96329,,8.07493,,,,1.7656,1.27335,-0.54102,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:43:23.08,2026-02-06T11:43:23.0882304-07:00,2026-02-06T18:43:23.0882304Z,GroundBall,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,c7e038ab-94c4-48db-bb32-b2ac2ea703e0,54.99584,-140.45187,15.69866,5.87293,-6.81426,-12.21572,-2.05599,7.36204,-8.79233,87.235069,1.78096,101.98408,-14.47925,,,,,,,1.28361,6.67681,-16.47879,,,,,,,-0.5303,-38.13829,-3.23761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.00197,-140.65504,17.00403,-2.19885,5.87149,-6.76663,-12.52175,0.51549,-2.06151,7.54498,-9.96771,1.97986
63,,,6,1,"Hicks, Jordan",663855,Right,WHI_SOX30,"Adams, Mason",690279,Right,WHI_SOX30,Undefined,2,Top,2,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,35104700-038c-11f1-8e19-276118046144,,,,,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,,,,,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,da6b8b71-b63c-4f5f-86f6-b31d6f4c029e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2026-02-06,11:47:07.15,1,1,"Davitt, Duncan",701474,Right,WHI_SOX30,"Davis, Gabe",805031,Right,WHI_SOX30,Undefined,2,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,92.30161,-2.216832,-3.422955,2219.937792,198.771591,12:45,4.98291,2.32088,5.80845,-18.42414,14.50678,4.58087,1.38138,-0.48425,84.61426,-5.672596,-2.604212,0.413022,101.97628,10.560082,26.466799,2767.790977,94.82386,8.16251,55.75268,161.81915,155.93174,32.779281,1.283738,-3.28559,8.33504,-2.04276,50,4.78987,7.80628,-133.81293,-5.79227,-5.97082,28.26036,-17.02698,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,3ce2fe50-038c-11f1-8e19-276118046144,91.26011,9.19026,,7.68735,,,,2.14486,1.37636,0.444,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:47:07.15,2026-02-06T11:47:07.1574016-07:00,2026-02-06T18:47:07.1574016Z,LineDrive,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,59396f09-7a17-4647-919d-3da60d116424,54.69003,-134.7998,14.13018,4.98175,-5.19768,-8.51349,-2.319,8.01478,-2.98541,,2.14486,131.623,-25.50817,4.43226,-1.63905,1.33507,-1.00569,0.42531,-0.07435,1.37636,27.41181,-25.97755,4.02836,-1.84909,1.9115,-1.54546,0.67721,-0.12125,0.44401,65.52659,3.79564,-2.3623,2.07862,-2.91264,2.51751,-1.12652,0.20386,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.697,-135.02513,15.54244,-2.32064,4.98287,-5.23374,-8.28749,-0.37137,-2.32084,8.07428,-3.35834,0.6128
65,2026-02-06,11:47:31.54,2,1,"Davitt, Duncan",701474,Right,WHI_SOX30,"Brown, Ely",836058,Left,WHI_SOX30,Undefined,2,Bottom,0,0,0,Sweeper,Slider,InPlay,Undefined,GroundBall,Single,0,0,,82.04389,0.93541,-1.448427,2572.41281,83.027638,8:45,4.82553,2.50573,6.15731,-41.32467,-0.36949,-12.94056,2.24632,0.08897,75.55586,-6.70261,-3.781965,0.460602,104.39417,-8.067467,-26.382848,,,,,18.59233,15.55466,-23.251021,0.107699,6.35181,-0.12949,-2.38907,50,4.87518,3.48769,-119.30076,0.65672,9.16423,22.71679,-32.36088,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,4b726910-038c-11f1-8e19-276118046144,81.83296,2.31695,,6.48803,,,,2.43864,2.31695,-0.07578,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:47:31.54,2026-02-06T11:47:31.5475968-07:00,2026-02-06T18:47:31.5475968Z,GroundBall,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,25e1d7cc-268a-45d5-b1a1-702fe704edb3,54.34317,-120.12492,11.3584,4.83006,1.83076,-16.18044,-2.50957,3.15521,4.58211,180,2.43581,135.9694,,,,,,,,2.3174,-21.51327,,,,,,,,-0.07438,-67.44507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.34816,-120.27061,12.18125,-1.21849,4.82561,1.96046,-16.91301,1.0848,-2.50582,3.046,5.19896,-0.91344
66,2026-02-06,11:47:57.55,3,1,"Davitt, Duncan",701474,Right,WHI_SOX30,"Wade, LaMonte",664774,Left,WHI_SOX30,Undefined,2,Bottom,0,0,0,Slider,Slider,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,87.46795,0.85097,-2.049755,2390.785676,122.728389,10:00,4.90533,2.39396,5.97907,-32.19754,3.72642,-4.30193,3.01157,0.13465,81.08499,-5.090265,-2.822268,0.431383,83.22327,43.533173,-77.75723,5623.5159,,,,,57.27548,,,1.73244,1.9948,-2.22952,50,4.9545,4.72358,-127.21185,0.80111,2.8765,22.85926,-28.86188,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,5af338b0-038c-11f1-8e19-276118046144,87.37571,46.18565,,6.38297,,,,1.4226,2.64215,0.12182,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:47:57.55,2026-02-06T11:47:57.5541760-07:00,2026-02-06T18:47:57.5541760Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,7b7f3298-39bf-477f-be7a-a4e5526b5cc4,54.52104,-128.02168,11.42963,4.90801,1.82359,-14.43094,-2.39506,4.62167,1.43825,,1.4226,18.7649,2.40512,-2.63532,0.96091,-0.31186,0.09252,-0.02371,0.00359,2.64215,84.07222,-37.82834,6.57191,-1.6399,0.40787,-0.10347,0.0234,-0.00322,0.12182,-86.4785,17.80041,-3.81522,0.879,-0.20088,0.04876,-0.01037,0.0014,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.52641,-128.18395,12.37935,-1.45731,4.90536,1.90342,-14.89816,0.71693,-2.39399,4.58929,1.62776,-0.29078
67,2026-02-06,11:48:20.30,3,2,"Davitt, Duncan",701474,Right,WHI_SOX30,"Wade, LaMonte",664774,Left,WHI_SOX30,Undefined,2,Bottom,0,0,1,Curveball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,91.8176,1.799988,-1.486591,2282.331847,173.399739,11:45,5.08238,2.37377,6.15873,-22.54655,9.66855,-1.02524,4.86745,0.9147,85.24994,-2.408512,-1.671334,0.408508,,,,,,,,,,,,0.19827,4.87016,-2.26046,50,5.20727,3.50945,-133.59004,3.45932,0.36532,23.50659,-23.2011,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,6878fba0-038c-11f1-8e19-276118046144,92.26844,,,6.56766,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:48:20.30,2026-02-06T11:48:20.3011584-07:00,2026-02-06T18:48:20.3011584Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,7f809582-e40d-470e-92d8-c139ff510487,54.34012,-134.35156,11.75329,5.08303,4.21095,-11.60055,-2.37396,3.49761,0.18266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.34673,-134.5471,12.87413,-1.68435,5.08237,4.23048,-11.71248,0.16821,-2.37377,3.49216,0.2139,-0.04695
68,2026-02-06,11:48:44.98,3,3,"Davitt, Duncan",701474,Right,WHI_SOX30,"Wade, LaMonte",664774,Left,WHI_SOX30,Undefined,2,Bottom,0,1,1,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,85.84778,0.838463,-3.084807,1417.972767,243.91808,2:15,4.79211,2.48327,6.48658,-31.59884,5.13319,8.37768,2.92982,0.34656,79.2586,-5.06324,-1.56699,0.436208,94.65739,18.628829,32.509799,2775.389367,87.70436,23.82207,66.39233,233.99179,221.30389,43.464484,2.224622,-5.19563,2.77646,-2.2703,50,4.83693,6.42402,-124.81452,0.88207,-8.27515,22.85336,-27.75195,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,7738ec40-038c-11f1-8e19-276118046144,86.4093,24.02573,,6.58917,,,,2.7494,2.91804,-0.21559,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:48:44.98,2026-02-06T11:48:44.9893376-07:00,2026-02-06T18:48:44.9893376Z,LineDrive,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,96f2db09-dfb8-47a7-a0ad-7f74951e7b40,54.01365,-125.54727,11.42668,4.79439,1.77187,-13.87597,-2.48053,6.68935,-4.13757,,2.7494,110.94196,-22.35814,4.16379,-0.79468,0.10882,-0.01466,0.00147,0,2.91804,44.34746,-26.48379,3.93853,-0.83451,0.16768,-0.02824,0.00374,-0.00025,-0.2156,70.70462,5.58926,-3.9118,1.32233,-0.36306,0.07854,-0.01267,0.00098,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0189,-125.70816,12.38265,-1.48911,4.79213,1.84103,-14.28684,0.64001,-2.48321,6.77163,-4.62648,0.76157
